drug	drug_action	KDT	KDT_name	Drug_effect	drugKDT
Naldemedine	antagonist	4988	OPRM1	Inhibitor	Naldemedine4988
Eluxadoline	agonist	4988	OPRM1	Activator	Eluxadoline4988
Pentazocine	antagonist	4988	OPRM1	Inhibitor	Pentazocine4988
Butorphanol	antagonist	4988	OPRM1	Inhibitor	Butorphanol4988
Methadone	agonist	4988	OPRM1	Activator	Methadone4988
Trimebutine	agonist	4988	OPRM1	Activator	Trimebutine4988
Opium	agonist	4988	OPRM1	Activator	Opium4988
Tramadol	agonist	4988	OPRM1	Activator	Tramadol4988
Nalbuphine	antagonist	4988	OPRM1	Inhibitor	Nalbuphine4988
Sufentanil	agonist	4988	OPRM1	Activator	Sufentanil4988
Codeine	agonist|regulator	4988	OPRM1	Activator	Codeine4988
Diphenoxylate	agonist	4988	OPRM1	Activator	Diphenoxylate4988
Anileridine	agonist	4988	OPRM1	Activator	Anileridine4988
Naltrexone	antagonist	4988	OPRM1	Inhibitor	Naltrexone4988
Fentanyl	agonist	4988	OPRM1	Activator	Fentanyl4988
Tapentadol	agonist	4988	OPRM1	Activator	Tapentadol4988
Vasopressin	agonist	5021	OXTR	Activator	Vasopressin5021
Carbetocin	agonist	5021	OXTR	Activator	Carbetocin5021
Oxytocin	agonist	5021	OXTR	Activator	Oxytocin5021
Atosiban	antagonist	5021	OXTR	Inhibitor	Atosiban5021
Eslicarbazepine	other	5025	P2RX4	Other	Eslicarbazepine5025
Eslicarbazepine acetate	antagonist	5025	P2RX4	Inhibitor	Eslicarbazepine acetate5025
Sapropterin	cofactor	5053	PAH	Other	Sapropterin5053
Avelumab	inhibitor|antibody	5133	PDCD1	Inhibitor	Avelumab5133
Atezolizumab	inhibitor	5133	PDCD1	Inhibitor	Atezolizumab5133
Dostarlimab	binder|antibody	5133	PDCD1	Ligand	Dostarlimab5133
Nivolumab	inhibitor|antibody	5133	PDCD1	Inhibitor	Nivolumab5133
Pembrolizumab	inhibitor|antibody	5133	PDCD1	Inhibitor	Pembrolizumab5133
Cemiplimab	inhibitor|antibody	5133	PDCD1	Inhibitor	Cemiplimab5133
Cilostazol	inhibitor	5139	PDE3A	Inhibitor	Cilostazol5139
Theophylline	inhibitor	5139	PDE3A	Inhibitor	Theophylline5139
Anagrelide	inhibitor	5139	PDE3A	Inhibitor	Anagrelide5139
Enoximone	inhibitor	5139	PDE3A	Inhibitor	Enoximone5139
Oxtriphylline	inhibitor	5139	PDE3A	Inhibitor	Oxtriphylline5139
Amrinone	inhibitor	5139	PDE3A	Inhibitor	Amrinone5139
Aminophylline	inhibitor	5139	PDE3A	Inhibitor	Aminophylline5139
Milrinone	inhibitor	5139	PDE3A	Inhibitor	Milrinone5139
Drotaverine	inhibitor	5141	PDE4A	Inhibitor	Drotaverine5141
Theophylline	inhibitor	5141	PDE4A	Inhibitor	Theophylline5141
Enprofylline	inhibitor	5141	PDE4A	Inhibitor	Enprofylline5141
Dipyridamole	inhibitor	5141	PDE4A	Inhibitor	Dipyridamole5141
Dyphylline	inhibitor	5141	PDE4A	Inhibitor	Dyphylline5141
Oxtriphylline	inhibitor	5141	PDE4A	Inhibitor	Oxtriphylline5141
Enprofylline	inhibitor	5142	PDE4B	Inhibitor	Enprofylline5142
Dyphylline	inhibitor	5142	PDE4B	Inhibitor	Dyphylline5142
Papaverine	inhibitor	5142	PDE4B	Inhibitor	Papaverine5142
Theophylline	inhibitor	5142	PDE4B	Inhibitor	Theophylline5142
Dyphylline	inhibitor	5143	PDE4C	Inhibitor	Dyphylline5143
Dyphylline	inhibitor	5144	PDE4D	Inhibitor	Dyphylline5144
Foreskin keratinocyte (neonatal)	agonist	5156	PDGFRA	Activator	Foreskin keratinocyte (neonatal)5156
Midostaurin	antagonist|inhibitor	5156	PDGFRA	Inhibitor	Midostaurin5156
Regorafenib	inhibitor	5156	PDGFRA	Inhibitor	Regorafenib5156
Imatinib	antagonist	5156	PDGFRA	Inhibitor	Imatinib5156
Pazopanib	inhibitor	5156	PDGFRA	Inhibitor	Pazopanib5156
Olaratumab	antagonist	5156	PDGFRA	Inhibitor	Olaratumab5156
Nintedanib	inhibitor	5156	PDGFRA	Inhibitor	Nintedanib5156
Sunitinib	inhibitor	5156	PDGFRA	Inhibitor	Sunitinib5156
Ripretinib	inhibitor	5156	PDGFRA	Inhibitor	Ripretinib5156
Lenvatinib	inhibitor	5156	PDGFRA	Inhibitor	Lenvatinib5156
Sorafenib	antagonist	5159	PDGFRB	Inhibitor	Sorafenib5159
Midostaurin	antagonist|inhibitor	5159	PDGFRB	Inhibitor	Midostaurin5159
Pazopanib	inhibitor	5159	PDGFRB	Inhibitor	Pazopanib5159
Becaplermin	other	5159	PDGFRB	Other	Becaplermin5159
Nintedanib	inhibitor	5159	PDGFRB	Inhibitor	Nintedanib5159
Imatinib	antagonist	5159	PDGFRB	Inhibitor	Imatinib5159
Ripretinib	inhibitor	5159	PDGFRB	Inhibitor	Ripretinib5159
Regorafenib	inhibitor	5159	PDGFRB	Inhibitor	Regorafenib5159
Sunitinib	inhibitor	5159	PDGFRB	Inhibitor	Sunitinib5159
Tivozanib	inhibitor	5159	PDGFRB	Inhibitor	Tivozanib5159
Dichloroacetic acid	inhibitor	5163	PDK1	Inhibitor	Dichloroacetic acid5163
Sucralfate	inhibitor	5222	PGA5	Inhibitor	Sucralfate5222
Aflibercept	binder	5228	PGF	Ligand	Aflibercept5228
Ulipristal	modulator	5241	PGR	Modulator	Ulipristal5241
Ethynodiol diacetate	agonist	5241	PGR	Activator	Ethynodiol diacetate5241
Norelgestromin	agonist	5241	PGR	Activator	Norelgestromin5241
Danazol	agonist	5241	PGR	Activator	Danazol5241
Mifepristone	antagonist	5241	PGR	Inhibitor	Mifepristone5241
Norgestimate	agonist	5241	PGR	Activator	Norgestimate5241
Norethisterone	agonist	5241	PGR	Activator	Norethisterone5241
Medroxyprogesterone acetate	agonist	5241	PGR	Activator	Medroxyprogesterone acetate5241
Levonorgestrel	modulator	5241	PGR	Modulator	Levonorgestrel5241
Segesterone acetate	agonist|activator	5241	PGR	Activator	Segesterone acetate5241
Drospirenone	agonist	5241	PGR	Activator	Drospirenone5241
Desogestrel	agonist	5241	PGR	Activator	Desogestrel5241
Norgestrel	binder	5241	PGR	Ligand	Norgestrel5241
Dienogest	agonist	5241	PGR	Activator	Dienogest5241
Etonogestrel	agonist	5241	PGR	Activator	Etonogestrel5241
Megestrol acetate	agonist	5241	PGR	Activator	Megestrol acetate5241
Progesterone	agonist	5241	PGR	Activator	Progesterone5241
Alpelisib	inhibitor	5290	PIK3CA	Inhibitor	Alpelisib5290
Copanlisib	inhibitor	5290	PIK3CA	Inhibitor	Copanlisib5290
Copanlisib	inhibitor	5293	PIK3CD	Inhibitor	Copanlisib5293
Duvelisib	inhibitor	5293	PIK3CD	Inhibitor	Duvelisib5293
Idelalisib	inhibitor	5293	PIK3CD	Inhibitor	Idelalisib5293
Duvelisib	inhibitor	5294	PIK3CG	Inhibitor	Duvelisib5294
Mitapivat	activator	5313	PKLR	Activator	Mitapivat5313
Sulfasalazine	antagonist	5319	PLA2G1B	Inhibitor	Sulfasalazine5319
Indomethacin	inhibitor	5320	PLA2G2A	Inhibitor	Indomethacin5320
Aminocaproic acid	antagonist	5327	PLAT	Inhibitor	Aminocaproic acid5327
Conestat alfa	inhibitor	5327	PLAT	Inhibitor	Conestat alfa5327
Human C1-esterase inhibitor	inhibitor	5327	PLAT	Inhibitor	Human C1-esterase inhibitor5327
Alteplase	activator	5340	PLG	Activator	Alteplase5340
Tranexamic acid	inhibitor	5340	PLG	Inhibitor	Tranexamic acid5340
Anistreplase	activator	5340	PLG	Activator	Anistreplase5340
Reteplase	activator	5340	PLG	Activator	Reteplase5340
Aminocaproic acid	inhibitor	5340	PLG	Inhibitor	Aminocaproic acid5340
Tenecteplase	activator	5340	PLG	Activator	Tenecteplase5340
Streptokinase	activator	5340	PLG	Activator	Streptokinase5340
Orlistat	inhibitor	5406	PNLIP	Inhibitor	Orlistat5406
Fludarabine	inhibitor	5422	POLA1	Inhibitor	Fludarabine5422
Cladribine	inhibitor	5422	POLA1	Inhibitor	Cladribine5422
Clofarabine	inhibitor	5422	POLA1	Inhibitor	Clofarabine5422
Cytarabine	inhibitor	5423	POLB	Inhibitor	Cytarabine5423
Cladribine	inhibitor	5426	POLE	Inhibitor	Cladribine5426
Cladribine	inhibitor	5427	POLE2	Inhibitor	Cladribine5427
Gemfibrozil	agonist	5465	PPARA	Activator	Gemfibrozil5465
Clofibrate	agonist	5465	PPARA	Activator	Clofibrate5465
Fenofibric acid	agonist	5465	PPARA	Activator	Fenofibric acid5465
Doconexent	activator	5465	PPARA	Activator	Doconexent5465
Fenofibrate	agonist	5465	PPARA	Activator	Fenofibrate5465
Bezafibrate	agonist	5465	PPARA	Activator	Bezafibrate5465
Soybean oil	activator	5465	PPARA	Activator	Soybean oil5465
Treprostinil	agonist	5467	PPARD	Activator	Treprostinil5467
Bezafibrate	agonist	5467	PPARD	Activator	Bezafibrate5467
Icosapent	agonist	5467	PPARD	Activator	Icosapent5467
Glycerin	agonist	5467	PPARD	Activator	Glycerin5467
Icosapent	agonist|regulator	5468	PPARG	Activator	Icosapent5468
Balsalazide	agonist	5468	PPARG	Activator	Balsalazide5468
Omega-3 fatty acids	ligand	5468	PPARG	Ligand	Omega-3 fatty acids5468
Rosiglitazone	agonist	5468	PPARG	Activator	Rosiglitazone5468
Bezafibrate	agonist	5468	PPARG	Activator	Bezafibrate5468
Telmisartan	partial agonist	5468	PPARG	Activator	Telmisartan5468
Mesalazine	agonist	5468	PPARG	Activator	Mesalazine5468
Pioglitazone	agonist	5468	PPARG	Activator	Pioglitazone5468
Doconexent	activator	5468	PPARG	Activator	Doconexent5468
Cyclosporine	inhibitor|binder	5478	PPIA	Inhibitor	Cyclosporine5478
Voclosporin	inhibitor	5534	PPP3R1	Inhibitor	Voclosporin5534
Cyclosporine	inhibitor	5535	PPP3R2	Inhibitor	Cyclosporine5535
Voclosporin	inhibitor	5535	PPP3R2	Inhibitor	Voclosporin5535
Metformin	inducer|activator	5564	PRKAB1	Activator	Metformin5564
Midostaurin	antagonist|inhibitor	5578	PRKCA	Inhibitor	Midostaurin5578
Arsenic trioxide	inducer	5594	MAPK1	Activator	Arsenic trioxide5594
Arsenic trioxide	inducer	5595	MAPK3	Activator	Arsenic trioxide5595
Regorafenib	inhibitor	5600	MAPK11	Inhibitor	Regorafenib5600
Cobimetinib	inhibitor	5604	MAP2K1	Inhibitor	Cobimetinib5604
Trametinib	antagonist|inhibitor	5604	MAP2K1	Inhibitor	Trametinib5604
Selumetinib	inhibitor	5604	MAP2K1	Inhibitor	Selumetinib5604
Trametinib	antagonist|inhibitor	5605	MAP2K2	Inhibitor	Trametinib5605
Selumetinib	inhibitor	5605	MAP2K2	Inhibitor	Selumetinib5605
Binimetinib	inhibitor	5605	MAP2K2	Inhibitor	Binimetinib5605
Lonapegsomatropin	ligand	5618	PRLR	Ligand	Lonapegsomatropin5618
Somatotropin	ligand	5618	PRLR	Ligand	Somatotropin5618
Protein S human	cofactor	5624	PROC	Other	Protein S human5624
Sodium tetradecyl sulfate	inhibitor	5624	PROC	Inhibitor	Sodium tetradecyl sulfate5624
Sodium tetradecyl sulfate	inhibitor	5627	PROS1	Inhibitor	Sodium tetradecyl sulfate5627
Bortezomib	inhibitor	5689	PSMB1	Inhibitor	Bortezomib5689
Carfilzomib	inhibitor	5689	PSMB1	Inhibitor	Carfilzomib5689
Carfilzomib	inhibitor	5690	PSMB2	Inhibitor	Carfilzomib5690
Bortezomib	inhibitor	5693	PSMB5	Inhibitor	Bortezomib5693
Carfilzomib	inhibitor	5693	PSMB5	Inhibitor	Carfilzomib5693
Carfilzomib	inhibitor	5696	PSMB8	Inhibitor	Carfilzomib5696
Carfilzomib	inhibitor	5698	PSMB9	Inhibitor	Carfilzomib5698
Carfilzomib	inhibitor	5699	PSMB10	Inhibitor	Carfilzomib5699
Rupatadine	antagonist	5724	PTAFR	Inhibitor	Rupatadine5724
Treprostinil	agonist	5729	PTGDR	Activator	Treprostinil5729
Misoprostol	agonist	5731	PTGER1	Activator	Misoprostol5731
Iloprost	agonist	5731	PTGER1	Activator	Iloprost5731
Dinoprostone	agonist	5731	PTGER1	Activator	Dinoprostone5731
Alprostadil	agonist	5731	PTGER1	Activator	Alprostadil5731
Carboprost tromethamine	agonist	5731	PTGER1	Activator	Carboprost tromethamine5731
Bimatoprost	agonist	5731	PTGER1	Activator	Bimatoprost5731
Omidenepag isopropyl	agonist	5732	PTGER2	Activator	Omidenepag isopropyl5732
Misoprostol	agonist	5732	PTGER2	Activator	Misoprostol5732
Dinoprostone	agonist	5732	PTGER2	Activator	Dinoprostone5732
Alprostadil	agonist	5732	PTGER2	Activator	Alprostadil5732
Treprostinil	agonist	5732	PTGER2	Activator	Treprostinil5732
Dinoprostone	agonist	5733	PTGER3	Activator	Dinoprostone5733
Misoprostol	agonist	5733	PTGER3	Activator	Misoprostol5733
Castor oil	agonist|activator	5733	PTGER3	Activator	Castor oil5733
Bimatoprost	agonist	5733	PTGER3	Activator	Bimatoprost5733
Dinoprostone	agonist	5734	PTGER4	Activator	Dinoprostone5734
Latanoprost	agonist	5737	PTGFR	Activator	Latanoprost5737
Latanoprostene bunod	agonist	5737	PTGFR	Activator	Latanoprostene bunod5737
Travoprost	agonist	5737	PTGFR	Activator	Travoprost5737
Tafluprost	agonist	5737	PTGFR	Activator	Tafluprost5737
Bimatoprost	agonist	5737	PTGFR	Activator	Bimatoprost5737
Dinoprost tromethamine	agonist	5737	PTGFR	Activator	Dinoprost tromethamine5737
Iloprost	agonist	5739	PTGIR	Activator	Iloprost5739
Treprostinil	agonist	5739	PTGIR	Activator	Treprostinil5739
Epoprostenol	agonist	5739	PTGIR	Activator	Epoprostenol5739
Selexipag	agonist	5739	PTGIR	Activator	Selexipag5739
Phenylbutazone	inhibitor	5740	PTGIS	Inhibitor	Phenylbutazone5740
Epoprostenol	inducer	5740	PTGIS	Activator	Epoprostenol5740
Menthyl salicylate	antagonist	5742	PTGS1	Inhibitor	Menthyl salicylate5742
Oxaprozin	inhibitor	5742	PTGS1	Inhibitor	Oxaprozin5742
Sulfasalazine	inhibitor	5742	PTGS1	Inhibitor	Sulfasalazine5742
Trolamine salicylate	inhibitor	5742	PTGS1	Inhibitor	Trolamine salicylate5742
Salsalate	inhibitor	5742	PTGS1	Inhibitor	Salsalate5742
Triflusal	antagonist	5742	PTGS1	Inhibitor	Triflusal5742
Tiaprofenic acid	inhibitor	5742	PTGS1	Inhibitor	Tiaprofenic acid5742
Phenylbutazone	inhibitor	5742	PTGS1	Inhibitor	Phenylbutazone5742
Meclofenamic acid	inhibitor	5742	PTGS1	Inhibitor	Meclofenamic acid5742
Glycol salicylate	antagonist	5742	PTGS1	Inhibitor	Glycol salicylate5742
Salicylic acid	inhibitor	5742	PTGS1	Inhibitor	Salicylic acid5742
Diclofenac	inhibitor	5742	PTGS1	Inhibitor	Diclofenac5742
Lumiracoxib	inhibitor	5742	PTGS1	Inhibitor	Lumiracoxib5742
Ibuprofen	inhibitor	5742	PTGS1	Inhibitor	Ibuprofen5742
Balsalazide	inhibitor	5742	PTGS1	Inhibitor	Balsalazide5742
Acetaminophen	inhibitor	5742	PTGS1	Inhibitor	Acetaminophen5742
Mesalazine	inhibitor	5742	PTGS1	Inhibitor	Mesalazine5742
Lornoxicam	inhibitor	5742	PTGS1	Inhibitor	Lornoxicam5742
Naproxen	inhibitor	5742	PTGS1	Inhibitor	Naproxen5742
Acemetacin	antagonist	5742	PTGS1	Inhibitor	Acemetacin5742
Loxoprofen	antagonist	5742	PTGS1	Inhibitor	Loxoprofen5742
Tolfenamic acid	antagonist	5742	PTGS1	Inhibitor	Tolfenamic acid5742
Aceclofenac	inhibitor	5742	PTGS1	Inhibitor	Aceclofenac5742
Acetylsalicylic acid	inhibitor	5742	PTGS1	Inhibitor	Acetylsalicylic acid5742
Icosapent	inhibitor	5742	PTGS1	Inhibitor	Icosapent5742
Salsalate	inhibitor	5743	PTGS2	Inhibitor	Salsalate5743
Oxaprozin	inhibitor	5743	PTGS2	Inhibitor	Oxaprozin5743
Tolmetin	inhibitor	5743	PTGS2	Inhibitor	Tolmetin5743
Mesalazine	inhibitor	5743	PTGS2	Inhibitor	Mesalazine5743
Flurbiprofen	inhibitor	5743	PTGS2	Inhibitor	Flurbiprofen5743
Pomalidomide	inhibitor	5743	PTGS2	Inhibitor	Pomalidomide5743
Menthyl salicylate	antagonist	5743	PTGS2	Inhibitor	Menthyl salicylate5743
Glycol salicylate	antagonist	5743	PTGS2	Inhibitor	Glycol salicylate5743
Tenoxicam	inhibitor	5743	PTGS2	Inhibitor	Tenoxicam5743
Tiaprofenic acid	inhibitor	5743	PTGS2	Inhibitor	Tiaprofenic acid5743
Sulfasalazine	inhibitor	5743	PTGS2	Inhibitor	Sulfasalazine5743
Ibuprofen	inhibitor	5743	PTGS2	Inhibitor	Ibuprofen5743
Mefenamic acid	inhibitor	5743	PTGS2	Inhibitor	Mefenamic acid5743
Salicylic acid	inhibitor	5743	PTGS2	Inhibitor	Salicylic acid5743
Fish oil	inhibitor	5743	PTGS2	Inhibitor	Fish oil5743
Ketoprofen	inhibitor	5743	PTGS2	Inhibitor	Ketoprofen5743
Naproxen	inhibitor	5743	PTGS2	Inhibitor	Naproxen5743
Phenylbutazone	inhibitor	5743	PTGS2	Inhibitor	Phenylbutazone5743
Sulindac	inhibitor	5743	PTGS2	Inhibitor	Sulindac5743
Parecoxib	inhibitor	5743	PTGS2	Inhibitor	Parecoxib5743
Balsalazide	inhibitor	5743	PTGS2	Inhibitor	Balsalazide5743
Diflunisal	inhibitor	5743	PTGS2	Inhibitor	Diflunisal5743
Acetylsalicylic acid	inhibitor	5743	PTGS2	Inhibitor	Acetylsalicylic acid5743
Ketorolac	inhibitor	5743	PTGS2	Inhibitor	Ketorolac5743
Acemetacin	antagonist	5743	PTGS2	Inhibitor	Acemetacin5743
Lumiracoxib	inhibitor	5743	PTGS2	Inhibitor	Lumiracoxib5743
Fenoprofen	inhibitor	5743	PTGS2	Inhibitor	Fenoprofen5743
Icosapent	inhibitor	5743	PTGS2	Inhibitor	Icosapent5743
Meclofenamic acid	inhibitor	5743	PTGS2	Inhibitor	Meclofenamic acid5743
Dexibuprofen	inhibitor	5743	PTGS2	Inhibitor	Dexibuprofen5743
Meloxicam	inhibitor	5743	PTGS2	Inhibitor	Meloxicam5743
Indomethacin	inhibitor	5743	PTGS2	Inhibitor	Indomethacin5743
Etoricoxib	inhibitor	5743	PTGS2	Inhibitor	Etoricoxib5743
Aceclofenac	inhibitor	5743	PTGS2	Inhibitor	Aceclofenac5743
Nabumetone	inhibitor	5743	PTGS2	Inhibitor	Nabumetone5743
Tolfenamic acid	antagonist	5743	PTGS2	Inhibitor	Tolfenamic acid5743
Lornoxicam	inhibitor	5743	PTGS2	Inhibitor	Lornoxicam5743
Loxoprofen	antagonist	5743	PTGS2	Inhibitor	Loxoprofen5743
Celecoxib	inhibitor	5743	PTGS2	Inhibitor	Celecoxib5743
Diclofenac	inhibitor	5743	PTGS2	Inhibitor	Diclofenac5743
Trolamine salicylate	inhibitor	5743	PTGS2	Inhibitor	Trolamine salicylate5743
Etodolac	inhibitor	5743	PTGS2	Inhibitor	Etodolac5743
Acetaminophen	inhibitor	5743	PTGS2	Inhibitor	Acetaminophen5743
Piroxicam	inhibitor	5743	PTGS2	Inhibitor	Piroxicam5743
Abaloparatide	ligand	5745	PTH1R	Ligand	Abaloparatide5745
Parathyroid hormone	activator	5746	PTH2R	Activator	Parathyroid hormone5746
Regorafenib	inhibitor	5894	RAF1	Inhibitor	Regorafenib5894
Sorafenib	inhibitor	5894	RAF1	Inhibitor	Sorafenib5894
Dabrafenib	inhibitor	5894	RAF1	Inhibitor	Dabrafenib5894
Acitretin	agonist	5914	RARA	Activator	Acitretin5914
Alitretinoin	agonist	5914	RARA	Activator	Alitretinoin5914
Tazarotene	agonist	5914	RARA	Activator	Tazarotene5914
Acitretin	agonist	5915	RARB	Activator	Acitretin5915
Adapalene	agonist	5915	RARB	Activator	Adapalene5915
Alitretinoin	agonist	5915	RARB	Activator	Alitretinoin5915
Tazarotene	agonist	5915	RARB	Activator	Tazarotene5915
Tazarotene	agonist	5916	RARG	Activator	Tazarotene5916
Acitretin	agonist	5916	RARG	Activator	Acitretin5916
Palovarotene	agonist	5916	RARG	Activator	Palovarotene5916
Adapalene	agonist	5916	RARG	Activator	Adapalene5916
Alitretinoin	agonist	5916	RARG	Activator	Alitretinoin5916
Trifarotene	agonist	5916	RARG	Activator	Trifarotene5916
Tretinoin	agonist	5916	RARG	Activator	Tretinoin5916
Aliskiren	inhibitor	5972	REN	Inhibitor	Aliskiren5972
Lenvatinib	inhibitor	5979	RET	Inhibitor	Lenvatinib5979
Pralsetinib	inhibitor	5979	RET	Inhibitor	Pralsetinib5979
Cabozantinib	antagonist	5979	RET	Inhibitor	Cabozantinib5979
Sorafenib	inhibitor	5979	RET	Inhibitor	Sorafenib5979
Selpercatinib	inhibitor	5979	RET	Inhibitor	Selpercatinib5979
Regorafenib	inhibitor	5979	RET	Inhibitor	Regorafenib5979
Belumosudil	inhibitor	6093	ROCK1	Inhibitor	Belumosudil6093
Netarsudil	inhibitor	6093	ROCK1	Inhibitor	Netarsudil6093
Entrectinib	inhibitor	6098	ROS1	Inhibitor	Entrectinib6098
Crizotinib	inhibitor	6098	ROS1	Inhibitor	Crizotinib6098
Voretigene neparvovec	gene replacement	6121	RPE65	Other	Voretigene neparvovec6121
Omacetaxine mepesuccinate	antagonist	6122	RPL3	Inhibitor	Omacetaxine mepesuccinate6122
Fludarabine	inhibitor	6240	RRM1	Inhibitor	Fludarabine6240
Hydroxyurea	inhibitor	6240	RRM1	Inhibitor	Hydroxyurea6240
Gemcitabine	inhibitor	6240	RRM1	Inhibitor	Gemcitabine6240
Clofarabine	inhibitor	6240	RRM1	Inhibitor	Clofarabine6240
Cladribine	inhibitor	6240	RRM1	Inhibitor	Cladribine6240
Gallium nitrate	inhibitor	6241	RRM2	Inhibitor	Gallium nitrate6241
Cladribine	inhibitor	6241	RRM2	Inhibitor	Cladribine6241
Adapalene	agonist	6256	RXRA	Activator	Adapalene6256
Bexarotene	agonist	6256	RXRA	Activator	Bexarotene6256
Alitretinoin	agonist	6256	RXRA	Activator	Alitretinoin6256
Acitretin	agonist	6256	RXRA	Activator	Acitretin6256
Doconexent	activator	6256	RXRA	Activator	Doconexent6256
Adapalene	agonist	6257	RXRB	Activator	Adapalene6257
Tretinoin	agonist	6257	RXRB	Activator	Tretinoin6257
Doconexent	activator	6257	RXRB	Activator	Doconexent6257
Acitretin	agonist	6257	RXRB	Activator	Acitretin6257
Tazarotene	agonist	6257	RXRB	Activator	Tazarotene6257
Bexarotene	agonist	6257	RXRB	Activator	Bexarotene6257
Alitretinoin	agonist	6257	RXRB	Activator	Alitretinoin6257
Doconexent	activator	6258	RXRG	Activator	Doconexent6258
Adapalene	agonist	6258	RXRG	Activator	Adapalene6258
Acitretin	agonist	6258	RXRG	Activator	Acitretin6258
Alitretinoin	agonist	6258	RXRG	Activator	Alitretinoin6258
Bexarotene	agonist	6258	RXRG	Activator	Bexarotene6258
Tretinoin	agonist	6258	RXRG	Activator	Tretinoin6258
Tetracaine	modulator	6261	RYR1	Modulator	Tetracaine6261
Dantrolene	antagonist	6261	RYR1	Inhibitor	Dantrolene6261
Tetracaine	modulator	6262	RYR2	Modulator	Tetracaine6262
Permethrin	inhibitor	6323	SCN1A	Inhibitor	Permethrin6323
Phenazopyridine	inhibitor	6323	SCN1A	Inhibitor	Phenazopyridine6323
Phenacemide	inhibitor	6323	SCN1A	Inhibitor	Phenacemide6323
Phenytoin	inhibitor	6323	SCN1A	Inhibitor	Phenytoin6323
Zonisamide	inhibitor	6323	SCN1A	Inhibitor	Zonisamide6323
Zonisamide	inhibitor	6324	SCN1B	Inhibitor	Zonisamide6324
Phenytoin	inhibitor	6326	SCN2A	Inhibitor	Phenytoin6326
Tramadol	inhibitor	6326	SCN2A	Inhibitor	Tramadol6326
Zonisamide	inhibitor	6326	SCN2A	Inhibitor	Zonisamide6326
Zonisamide	inhibitor	6327	SCN2B	Inhibitor	Zonisamide6327
Zonisamide	inhibitor	6328	SCN3A	Inhibitor	Zonisamide6328
Zonisamide	inhibitor	6329	SCN4A	Inhibitor	Zonisamide6329
Zonisamide	inhibitor	6330	SCN4B	Inhibitor	Zonisamide6330
Quinidine	inhibitor	6331	SCN5A	Inhibitor	Quinidine6331
Quinidine barbiturate	inhibitor	6331	SCN5A	Inhibitor	Quinidine barbiturate6331
Phenytoin	inhibitor	6331	SCN5A	Inhibitor	Phenytoin6331
Propafenone	inhibitor	6331	SCN5A	Inhibitor	Propafenone6331
Ajmaline	inhibitor	6331	SCN5A	Inhibitor	Ajmaline6331
Dronedarone	inhibitor	6331	SCN5A	Inhibitor	Dronedarone6331
Riluzole	inhibitor	6331	SCN5A	Inhibitor	Riluzole6331
Vernakalant	blocker	6331	SCN5A	Inhibitor	Vernakalant6331
Disopyramide	inhibitor	6331	SCN5A	Inhibitor	Disopyramide6331
Tocainide	inhibitor	6331	SCN5A	Inhibitor	Tocainide6331
Zonisamide	inhibitor	6331	SCN5A	Inhibitor	Zonisamide6331
Cinchocaine	inhibitor	6331	SCN5A	Inhibitor	Cinchocaine6331
Mexiletine	inhibitor	6331	SCN5A	Inhibitor	Mexiletine6331
Ethotoin	inhibitor	6331	SCN5A	Inhibitor	Ethotoin6331
Prilocaine	inhibitor	6331	SCN5A	Inhibitor	Prilocaine6331
Fosphenytoin	inhibitor	6331	SCN5A	Inhibitor	Fosphenytoin6331
Lidocaine	inhibitor	6331	SCN5A	Inhibitor	Lidocaine6331
Indecainide	inhibitor	6331	SCN5A	Inhibitor	Indecainide6331
Phenytoin	inhibitor	6334	SCN8A	Inhibitor	Phenytoin6334
Lidocaine	inhibitor	6335	SCN9A	Inhibitor	Lidocaine6335
Zonisamide	inhibitor	6335	SCN9A	Inhibitor	Zonisamide6335
Mepivacaine	inhibitor	6336	SCN10A	Inhibitor	Mepivacaine6336
Dyclonine	inhibitor	6336	SCN10A	Inhibitor	Dyclonine6336
Benzocaine	inhibitor	6336	SCN10A	Inhibitor	Benzocaine6336
Cinchocaine	inhibitor	6336	SCN10A	Inhibitor	Cinchocaine6336
Proparacaine	inhibitor	6336	SCN10A	Inhibitor	Proparacaine6336
Procaine	inhibitor	6336	SCN10A	Inhibitor	Procaine6336
Lidocaine	inhibitor	6336	SCN10A	Inhibitor	Lidocaine6336
Bupivacaine	inhibitor	6336	SCN10A	Inhibitor	Bupivacaine6336
Ropivacaine	inhibitor	6336	SCN10A	Inhibitor	Ropivacaine6336
Oxybuprocaine	inhibitor	6336	SCN10A	Inhibitor	Oxybuprocaine6336
Levobupivacaine	inhibitor	6336	SCN10A	Inhibitor	Levobupivacaine6336
Triamterene	inhibitor	6337	SCNN1A	Inhibitor	Triamterene6337
Amiloride	inhibitor	6337	SCNN1A	Inhibitor	Amiloride6337
Amiloride	inhibitor	6338	SCNN1B	Inhibitor	Amiloride6338
Triamterene	inhibitor	6338	SCNN1B	Inhibitor	Triamterene6338
Amiloride	inhibitor	6339	SCNN1D	Inhibitor	Amiloride6339
Triamterene	inhibitor	6340	SCNN1G	Inhibitor	Triamterene6340
Amiloride	inhibitor	6340	SCNN1G	Inhibitor	Amiloride6340
Secretin human	ligand	6344	SCTR	Ligand	Secretin human6344
Ubidecarenone	cofactor	6389	SDHA	Other	Ubidecarenone6389
Crizanlizumab	inhibitor	6403	SELP	Inhibitor	Crizanlizumab6403
